,text,actions
1897,he said he is checking he will update once he decides he is not responding to calls and msgs,"['said', 'checking', 'update', 'decides', 'responding', 'calls', 'msgs']"
1898,tried to reach him but he is not responding to call tried calling him again this time number shows switched off,"['tried', 'responding', 'call', 'switched off']"
1899,not responding to call so msgd her through whtsapp tried again still not responding to calls and msgs,"['responding', 'call', 'msgd', 'calls', 'msgs']"
1900,tried again number shows busy tried again he is not responding to call rnr,"['tried', 'busy', 'responding', 'call']"
1901,he said he not yet decided anything yet he said once he decide he will let me know,"['said', 'decided', 'said', 'decide']"
1902,number currently busy he said he didint enquired,"['busy', 'enquired']"
1903,tried again this time number shows off so msgd him through whtsapp tried again still not responding to calls and msgs,"['tried', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs']"
1904,explained shared details through whtsapp he said he will give a update he said he needs more time to take decision,"['explained', 'shared', 'whtsapp', 'said', 'update', 'said', 'take decision']"
1905,he said he is not intrested now,"['said', 'intrested']"
1906,she said she will check with her husband and let us know she said she is not intretsed,"['said', 'check', 'intretsed']"
1907,he said he is not intrsetd,['intrsetd']
1908,he said he will update me once he decides he said he will call me back once he decides he is not responding to calls and msgs tried again still not responding to calls and msgs,"['update', 'decides', 'call', 'decides', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1909,not responding to call rnr he asked me to share details through mail he is not responding to calls and msgs,"['responding', 'call', 'asked', 'mail', 'responding', 'calls', 'msgs']"
1910,had a call explained and shared details through whtsaapp he said he is not intrested,"['call', 'shared']"
1911,he said he is not intrresd,['intrresd']
1912,tried again he is still not responding to call tried again this time he said he is not intrested,"['tried', 'responding', 'call', 'tried', 'intrested']"
1913,not responding to calls and msgs tried again still not responding to calls and msgs tried again still not responding to calls and msgs ,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1914,he said he will give me a call once he is free he is not responding to calls and msgs tried again still not responding to calls and msgs,"['said', 'call', 'free', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1915,she is not responding to calls and msgs tried again she is still not responding to calls and msgs,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1916,she said she is not looking any investment options ryt now,"['said', 'looking', 'investment']"
1917,she said she will let me know if she is intretsed in future,['intretsed']
1918,he said he will update if he decides anything not responding to calls and msgs,"['update', 'decides', 'responding', 'calls', 'msgs']"
1919,had a call and explained details and shared details through whtsapp shared number with manoj sir to talk on further,"['call', 'explained', 'shared', 'talk']"
1920,explained and shared details he said he will visit the office one day he said he not yet deicded anything he said he found a better option to invest,"['explained', 'shared', 'visit', 'deicded', 'invest']"
1921,he said he is in driving so asked me to share details through whtsapp he is not responding to calls and msgs he said he is not intrtsed,"['said', 'driving', 'asked', 'share', 'whtsapp', 'responding', 'calls', 'msgs']"
1922,tried again he still not responding to call tried again still she is not responding to call,"['tried', 'responding', 'call', 'tried', 'responding', 'call']"
1923,he is not responding to calls and msgs he still not responding to calls and msgs,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1924,she is not responding to calls and msgs she said she is not intrested,"['responding', 'calls', 'msgs', 'intrested']"
1925,she said she not yet decided also she is waiting for his brother to come to hyd she said she will only update me if there is any update not responding to calls and msgs,"['said', 'decided', 'come', 'update', 'update', 'responding', 'calls', 'msgs']"
1926,he said he didint checked the details he said he will check and upadte he is not responding to calls and msgs tried again and still not responding to calls and msgs,"['said', 'checked', 'check', 'upadte', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1927,not responding to call rnr he said he didnt enquired,"['responding', 'call', 'enquired']"
1928,he said he not yet gone through the documents so he said he will check and update he said his father is waiting to sell is property so he said he will update he said he will not proceed with the investment,"['said', 'gone', 'check', 'update', 'waiting', 'sell', 'said', 'update', 'proceed', 'investment']"
1929,he said he not yet deicded anything yet tried calling he is not responding to calls and msgs tried again he is still not responding to calls and msgs,"['said', 'deicded', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1930,he said he not yet decided anything he said he is little busy once he get free he said he will call me he is not responding to calls and msgs,"['said', 'decided', 'said', 'busy', 'free', 'call', 'responding', 'calls', 'msgs']"
1931,tried again still not responding to call,"['responding', 'call']"
1932,number shows busy had a call and explained and shared details through whtsapp he said he need more time to think he said he will update me if there is any update he is not responding to calls and msgs,"['busy', 'call', 'explained', 'shared', 'said', 'think', 'update', 'update', 'responding', 'calls', 'msgs']"
1933,he said he is in dubai he wants to discuss this investment once he come back from dubai,"['said', 'dubai', 'discuss']"
1934,he said he not yet decided on the investment he said he is purcahsing the land so he is not intrested,"['said', 'decided', 'investment', 'purcahsing', 'intrested']"
1935,he said he will update soon on the investment not responding to calls and msgs,"['update', 'responding', 'calls', 'msgs']"
1936,he asked me to share details through whtsapp he said he will update once he decides he is not responding to calls and msgs he said he is not intrested,"['asked', 'whtsapp', 'said', 'update', 'decides', 'responding', 'calls', 'msgs']"
1937,tried again he still not responding to call she said she is not intrested,"['tried', 'responding', 'intrested']"
1938,he said he not yet decided anything so he said he need time to update he said he is not intrested,"['said', 'decided', 'said', 'update', 'intrested']"
1939,tried again still number shows busy tried again still she is not responding to call rnr,"['tried', 'busy', 'responding', 'call']"
1940,he said he will check and update he said he is not intrested,"['said', 'check', 'update', 'said', 'intrested']"
1941,he said once he decide he will let me know he is not responding to calls and msgs he said he not yet gone through the details also he is not responding to calls and msgs,"['said', 'decide', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1942,tried again still phn shows off,['phn']
1943,not responding to calls so msgd him through whtsapp he said he will update if he finalized anything,"['responding', 'calls', 'msgd', 'update', 'finalized']"
1944,he said he is busy so asked me to share details through whtsapp he said he will visit the office by tomarrow he is not responding to calls and msgs tried again he still not responding to calls and msgs he said he will meet on 7th or 8th august in the office not responding to calls and msgs,"['busy', 'share', 'whtsapp', 'visit', 'tomarrow', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs', 'meet', 'responding', 'calls', 'msgs']"
1945,he said if he is intretsed he will update,"['intretsed', 'update']"
1946,not responding to call rnr she said she is not intrested,"['responding', 'call', 'intrested']"
1947,number busy had a call and shared details through whtsapp he is also not responding to calls and msgs,"['busy', 'call', 'shared', 'responding', 'calls', 'msgs']"
1948,he said he is not ready to invest,"['said', 'invest']"
1949,he said he will visit site one day and then he said he will update he said by today or tomorrow he will visit the office he met in the office he said returns are very low so he might not proceed with the investment,"['said', 'visit', 'update', 'visit', 'met', 'proceed', 'investment']"
1950,busy call disconnected,"['busy', 'disconnected']"
1951,rnr msgd him thorough whtsapp he is not responding to calls and msgs he said he is not interested as of now,"['msgd', 'responding', 'msgs', 'interested']"
1952,he said he need some more time to decide he said he will give a call on monday he said he need more time to think not responding to calls and msgs,"['said', 'decide', 'said', 'call', 'said', 'think', 'responding', 'calls', 'msgs']"
1953,he said he is busy he will only call me once he get free tried multiple times he is not responding to calls and msgs,"['said', 'busy', 'call', 'free', 'responding', 'calls', 'msgs']"
1954,had a call and shared details through whatsapp he said he will check and revert he said he is not intrested due to low roi,"['call', 'shared', 'whatsapp', 'check', 'revert', 'intrested', 'low']"
1955,he said this week he will give me a call he said he is talking with his parents he said he will check and update,"['said', 'call', 'talking', 'check', 'update']"
1956,called him he is not responded to calls msgd him through whtsapp he said he know aditya sir from boston so he will confirm and update,"['called', 'responded', 'msgd', 'whtsapp', 'aditya', 'boston', 'confirm', 'update']"
1957,tried again still not responding to call switched off,"['responding', 'switched off']"
1958,had a call he said me to share details through whtsapp he said he will let me know once he decides he said he not yet decided he is not responding to calls and msgs,"['call', 'share', 'decides', 'decided', 'responding', 'calls', 'msgs']"
1959,tried again still the phn is off,"['phn', 'off']"
1960,tried again he is not responding to call rnr tried again still number shows off,"['tried', 'responding', 'call', 'tried', 'shows off']"
1961,he did not responded to the msg yet,['responded']
1962,he asked me to share details through whtsapp he said he is looking service apartment near hitech city,"['asked', 'share', 'said', 'looking']"
1963,not enquired he said,['enquired']
1964,she said funds she will get by end of month only,"['said', 'get']"
1965,tried again but he didnt picked up the call,"['tried', 'picked']"
1966,he said he will update soon not responding to calls and msgs,"['update', 'responding', 'calls', 'msgs']"
1967,he said he need some more time to think he said as if now he is not intrested,"['said', 'think', 'said']"
1968,he asked me to share details through whtsapp he met me in the office had a discussion on the investment he said he will check with his family and update he said he is not intretsed,"['asked', 'share', 'whtsapp', 'met', 'discussion', 'investment', 'check', 'update']"
1969,had a call explained and shared details through whtsapp he said he will check the details and call me he said he not yet decided anything as of now he said he is not intrested,"['call', 'shared', 'check', 'call', 'decided']"
1970,tried again still not responding to call rnr he said some one might enquired but he didint enquired,"['responding', 'call', 'enquired', 'enquired']"
1971,still number shows not in services,['services']
1972,he didint responded to call so msgd him through whtsapp not responding to calls and msgs he said he is not intrested,"['responded', 'msgd', 'whtsapp', 'calls', 'msgs']"
1973,tried again still he is not responding to calls tried again still he is not responding to call tried again he is not responding to calls and msgs,"['tried', 'responding', 'calls', 'tried', 'responding', 'call', 'responding', 'calls', 'msgs']"
1974,tried again he is still not responding to call this time number shows switched off,"['responding', 'call', 'switched off']"
1975,she said she will visit our office one day she did not visited the office she said she will take time to meet she is not responding to calls and msgs,"['said', 'visit', 'visited', 'said', 'meet', 'responding', 'calls', 'msgs']"
1976,had a call he asked me to share details through whtsapp he said he cannot answer calls he can only respond through whtsapp he said he is not intrested,"['call', 'asked', 'share', 'answer', 'calls', 'respond']"
1977,he asked me to share details through whtsapp he said he will get back to me he said he will let me know in a week he said he is not intretsed as of now,"['asked', 'share', 'whtsapp', 'said', 'back', 'said', 'intretsed']"
1978,she said she will check and update she said she is not intretsed,"['said', 'check', 'update', 'intretsed']"
1979,he said he is intrested to attend the webinar so asked me to share link he said once he decide he will update,"['said', 'intrested', 'attend', 'webinar', 'asked', 'share', 'said', 'decide', 'update']"
1980,had a call explained everything than he said me to share details thorugh whtsapp,"['call', 'said', 'share']"
1981,he said he yet not gone through the details he said he will connect not yet decided anything on the investment,"['said', 'gone through', 'said', 'connect', 'investment']"
1982,tried again not responding to calls so msgd though whtsapp tried again he still not responding to calls and msgs,"['tried', 'responding', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs']"
1983,had a call explained details and shred details through whtsapp he said he will revert in next week he said he is not intrested as of now,"['call', 'shred', 'revert']"
1984,he said he will get back to me in few days he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['said', 'back', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1985,tried again still not responding to calls and msgs tried multiple times still not responding to calls and msgs,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1986,not responding to calls and msgs he said as of now he is not intrested,"['responding', 'calls', 'msgs', 'said']"
1987,explained and shared details of investment through whtsapp he said once he get free he said he will give me a call,"['explained', 'shared', 'whtsapp', 'said', 'free', 'call']"
1988,number switched off or wrong number,['switched off']
1989,he said he will call later he said he will not proceed with the investment,"['said', 'call', 'proceed', 'investment']"
1990,tried calling now he is not responding to call he disconnected the call when i said about the investment,"['tried', 'calling', 'responding', 'disconnected', 'call', 'said', 'investment']"
1991,not responding to call rnr not responding to call rnr tried again still not responding to call,"['responding', 'call', 'responding', 'call', 'responding', 'call']"
1992,he said he will check and update,"['said', 'check', 'update']"
1993,he asked me to share details through whtsapp along with zoom link he said as of now he is intrested,"['asked', 'share', 'whtsapp', 'zoom link', 'said']"
1994,explained and shared details through whtsapp he asked me more details so i explained again he said he will think and update he said he is not intrested,"['explained', 'shared', 'asked', 'explained', 'said', 'think', 'update', 'said']"
1995,had a call he asked me to share details through whtsapp he is not responding to calls and msgs triied again he still not responding to calls and msgs,"['call', 'asked', 'responding', 'calls', 'msgs', 'triied', 'responding', 'calls', 'msgs']"
1996,he said he will let me know if he is intrested,['said']
1997,number switched off tried again he still not responding to call,"['switched off', 'tried', 'responding', 'call']"
1998,he said he need some more time to decide anything he is not responding to calls and msgs,"['said', 'decide', 'responding', 'calls', 'msgs']"
1999,tried calling him again he still didint responded to call,"['tried', 'calling', 'responded', 'call']"
2000,tried again he is not picking up the call tried again he is disconnecting the call,"['tried', 'picking', 'call', 'disconnecting', 'call']"
2001,tried again still he is not responding to call she asked me to share details through whtsapp not decided yet she said mostly by thursday she will meet in the office she said she not yet deicded she said she will update,"['tried', 'responding', 'call', 'asked', 'share', 'decided', 'said', 'meet', 'deicded', 'update']"
2002,he said he si not intretsed it seems,"['said', 'intretsed']"
2003,had a call and shared details through whatsapp along with the zoom link he said he connot afford 26 lakhs,"['call', 'shared', 'whatsapp', 'zoom link', 'afford']"
2004,lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul lead assigned to venkat ghanusala by akhil pasula ,"['lead', 'lead', 'lead']"
2005,tried again he is still not responding to call tried again he is not responding to call,"['tried', 'responding', 'call', 'tried', 'responding']"
2006,he said he will update once he decides he said he will meet up in the office on monday or tuesday he visited the office and had a discussion he said he will talk to his father and update us he said he cannot arrange funds and he said if prices increases also he cannot invest that much amount,"['update', 'meet up', 'visited', 'discussion', 'update', 'arrange', 'invest']"
2007,tried again still number shows busy so msgd through whatsapp still not responded to msgs and calls,"['busy', 'msgd', 'whatsapp', 'responded', 'msgs', 'calls']"
2008,he said he will update once he decides not responding to calls and msgs tried again still not responding to calls and msgs,"['update', 'decides', 'responding', 'calls', 'msgs', 'calls', 'msgs']"
2009,tried again still not responding to call so msgd through whtsapp he asked me to share details through whtsapp,"['responding', 'msgd', 'whtsapp', 'asked', 'share', 'whtsapp']"
2010,he said he will call me once he get free call is not getting connected so msgd him through whtsapp tried again still number is geetting connected so msgd him through whtspp tried again still not responding to calls and msgs,"['said', 'call', 'call', 'connected', 'msgd', 'whtsapp', 'geetting', 'connected', 'msgd', 'whtspp', 'responding', 'calls', 'msgs']"
2011,tried again stillnot responding to call so msgd him through whtsapp tried again still he is not responding to calls and msgs,"['tried', 'responding', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs']"
2012,he said he is busy so asked he will call me once he gets free he said he is not intrested,"['said', 'busy', 'asked', 'call', 'free', 'intrested']"
2013,had a call explained and shared details through whatsapp not responding to calls and msgs tried again still he is not responding to calls and msgs he said he need some time to decide tried again he is not responding to calls and msgs,"['call', 'shared', 'whatsapp', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs', 'decide', 'responding', 'calls', 'msgs']"
2014,still number shows line busy still number shows busy,"['line', 'busy', 'busy']"
2015,he said he not yet decided anything he said he is in a meeting he will call me later he said he will update me once he decides he gave his son number to talk on investment so i called him he didint picked up the call so i msgd him through whtsapp his son said he will call me back once he get free,"['said', 'decided', 'said', 'meeting', 'call', 'update', 'decides', 'talk', 'called', 'picked', 'msgd', 'whtsapp', 'call', 'free']"
2016,he is not interested in the project it seems,['interested']
2017,not responding to calls and msggs tried again he is not responding to calls and msgs,"['responding', 'calls', 'msggs', 'responding', 'calls', 'msgs']"
2018,tried again he is not picking up the call tried calling him again still he is not responding to call,"['tried', 'picking', 'call', 'calling', 'responding', 'call']"
2019,tried again stil lnumber shows switched off,"['tried', 'switched off']"
2020,he said he is busy and asked me to share details to share details through whatsapp he said he not yet decided anything he will inform me he said he said he need time he said he will let me know he is not responding to calls so msgd through whtsapp tried again he is disconnecting the call,"['busy', 'asked', 'share', 'share', 'whatsapp', 'decided', 'inform', 'said', 'said', 'said', 'responding', 'calls', 'msgd', 'whtsapp', 'disconnecting', 'call']"
2021,he is not responding to call so msgd through hwtsapp he is not responding to calls and msgs,"['responding', 'msgd', 'hwtsapp', 'responding', 'calls', 'msgs']"
2022,had a call and explained and shared details through whtsapp he is not responding to calls and msgs tried again he wtill not responding to calls and msgs,"['call', 'shared', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2023,not responding to calls and smsgs,"['responding', 'calls', 'smsgs']"
2024,channel partner interest wants the details through email sending it and followup on 19th,"['interest', 'followup']"
2025,he said he is busy he said he will only update he is not responding to calls and msgs,"['said', 'busy', 'update', 'responding', 'calls', 'msgs']"
2026,he asked me to share details through whtsapp he said if he is intrested he said he will call back he said he will update once he decides he is not responding to calls and msgs,"['asked', 'share', 'whtsapp', 'intrested', 'call', 'update', 'decides', 'responding', 'calls', 'msgs']"
2027,he said he is looking something else,['looking']
2028,he said as o now he is not intrested,['said']
2029,tried again number shows off and not responding to msgs also,"['off', 'responding', 'msgs']"
2030,he said he is not intresed now,['intresed']
2031,he said he is not convinced with the taxation part,"['said', 'convinced', 'taxation']"
2032,he said he is in driving so asked me to share details through whtsapp,"['said', 'driving', 'asked', 'share', 'whtsapp']"
2033,h is not responding to calls and msgs tried again he still not responding to calls and msgs,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2034,not yet gone through the details he said he said he is not intrested,['gone']
2035,he said he will look into future,['look']
2036,he not yet responded still not responded to the msg,"['responded', 'responded']"
2037,tried again number still shows busy tried again number still shows busy ,"['tried', 'busy', 'tried', 'busy']"
2038,still number shows busyy this time number shows off,"['busyy', 'off']"
2039,msgd him through whtsapp he said he is not going with this investment,"['msgd', 'whtsapp', 'said', 'going', 'investment']"
2040,tried again still he is not responding to call tried again still he is not responding to call he is disconnecting the call now,"['tried', 'responding', 'call', 'tried', 'responding', 'disconnecting', 'call']"
2041,she said she is not intretsed as of now shared details debenture she said she will think and let me know,"['said', 'intretsed', 'shared', 'think']"
2042,had a call explained and shared details of investment through whtsapp he is not responding to calls and msgs,"['call', 'explained', 'shared', 'responding', 'calls', 'msgs']"
2043,he said he not yet decided not responding to calls and msgs he said as of now he is not intretsed,"['said', 'decided', 'responding', 'calls', 'msgs', 'said']"
2044,i shared contact number to manoj sir ,['shared']
2045,he said he need more time decide he is not responding to calls and msgs,"['responding', 'calls', 'msgs']"
2046,she is not responding to calls and msgs she said she not yet decided anything,"['responding', 'calls', 'msgs', 'decided']"
2047,number switched off now,['switched off']
2048,had a call again and explained and shared details through whtsapp he said he is not intretsed as of now,"['call', 'explained', 'shared', 'intretsed']"
2049,he is not respoding to call so msgd him through whtsapp tried again he is not responding to calls and msgs,"['respoding', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs']"
2050,he is not responding to calls and msgs tried again he si not responding to calls and msgs,"['responding', 'calls', 'msgs', 'calls', 'msgs']"
2051,tried again still number is not connecting had a call he said he is just evaluating he is not very intrested,"['tried', 'connecting', 'call', 'evaluating', 'intrested']"
2052,still not responded to msg and still call is not getting connected,"['responded', 'msg', 'call', 'connected']"
2053,not responding to call so msgd through whtsapp had a call again and explained details to his son he said he will think and let me know her son said he is not intrested,"['responding', 'call', 'msgd', 'call', 'explained', 'said', 'think']"
2054,number still shows busy tried again still number shows bsuy,"['busy', 'tried', 'bsuy']"
2055,interested in the landing call got disconnected hence rescheduling the call i have reached the client requesting for the right time to call for finalize lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"['landing', 'call', 'disconnected', 'rescheduling', 'call', 'call', 'lead', 'lead']"
2056,had a call again explained and shared details of investment and cleared his queries he said he cant arrange fund now he said he will look into future,"['call', 'shared', 'investment', 'cleared', 'queries', 'arrange', 'look']"
2057,not yet recived any response still not received any update,"['recived', 'response', 'update']"
2058,tried again he still not responding to call rnr had a call explained and shared details through whtsapp he said he will let me know if he is intrested,"['tried', 'responding', 'call', 'call', 'shared']"
2059,he asked me to share details through whtsapp he said he not yet decided anything,"['asked', 'share', 'whtsapp', 'decided']"
2060,number switched off still number shows off,"['switched off', 'off']"
2061,tried again now this time it shows switched off,"['tried', 'switched off']"
2062,tried again calling him he is still not responding to calls and msgs tried again still not responding to calls and msgs,"['calling', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2063,he said if there is bank loan available than only he can invest he said,['invest']
2064,he asked me to share details through whtsapp he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['asked', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2065,he said he not yet decided any on the investment he said he will update me once he decides he said he will let me know in future if intrested,"['said', 'decided', 'said']"
2066,had a call explained details and shared details through whtsapp not responding to calls and msgs tried again still not responding to calls and msgs tried again she is not responding to calls and msgs,"['call', 'shared', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2067,he said he is coming to hyd on september 2nd week,"['said', 'coming', 'hyd']"
2068,number switched off number still shows off,"['switched off', 'shows off']"
2069,had a call and explained and shared details of investment through whtsapp he said he need more to think not yet decided,"['call', 'explained', 'shared', 'said', 'think', 'decided']"
2070,had a call explained and shared details through whtsapp he is not responding to calls and msgs not responding to call rnr,"['call', 'shared', 'responding', 'calls', 'msgs', 'responding', 'call']"
2071,he is not responding to msgs and calls,"['responding', 'msgs', 'calls']"
2072,he asked me to share details through whtsapp he said he not yet decided anything on the investment he said he is not intrested,"['asked', 'share', 'whtsapp', 'investment', 'said']"
2073,he said he will check and update he said he had not yet gone through the details once he check and update he said he not yet decided anything he said he is not interested as of now,"['said', 'check', 'update', 'gone through', 'check', 'update', 'decided', 'said', 'interested']"
2074,he said he not yet decided anything on the investment he said he is not intrested,"['said', 'decided', 'investment', 'intrested']"
2075,he said he will update soon he said me to give a call tomorrow in between 9 10 had a call explained and shared details of investment of debenture he said he will check and upadte he said he need some time he said if interested he will only update,"['said', 'update', 'call', 'call', 'shared', 'check', 'upadte', 'interested', 'update']"
2076,tried again he is not responding to call rnr lead assigned to raj hegde by anshul ,"['tried', 'responding', 'call']"
2077,he said he did not decided yet he said he will update me once he decides,"['said', 'decided', 'update', 'decides']"
2078,number still shows busy,['busy']
2079,he said he is looking for land to develop,"['looking', 'develop']"
2080,he is not responding to calls and msgs he is saying he has commercial property to sale,"['responding', 'calls', 'msgs', 'sale']"
2081,he said he will try to meet up in the office on saturday he said he is busy so he cant make to come up he said he will come on one day not responding to calls and msgs,"['said', 'meet up', 'busy', 'come up', 'come', 'responding', 'calls', 'msgs']"
2082,tried again still not responding to calls and msg ,"['responding', 'calls', 'msg']"
2083,tried again he still not responding to call so msgd him through whtsapp someone picked up the call and said he didint enquired any investments,"['tried', 'responding', 'msgd', 'whtsapp', 'picked', 'said', 'enquired']"
2084,he said he is out of town once he come back he said he will give me a call back not responding to call so msgd him through whstapp tried again still not responding to calls and msgs,"['said', 'town', 'come', 'call', 'responding', 'call', 'msgd', 'whstapp', 'responding', 'calls', 'msgs']"
2085,he said he will update if he is intrested,"['said', 'update', 'intrested']"
2086,he responded and asked me to share details through whtsapp he said he will connect with me through zoom today at 3pm had a zoom call with him and also shared required documents he said he will check and update,"['responded', 'asked', 'share', 'connect', 'zoom', 'zoom', 'call', 'shared', 'check', 'update']"
2087,tried again its ringing but not responding to call tried again he still not responding to call,"['tried', 'ringing', 'responding', 'call', 'tried', 'responding', 'call']"
2088,he said he will check and update he said he not yet decided anything he said he is not intrested,"['said', 'check', 'update', 'said', 'decided', 'said', 'intrested']"
2089,not responding to call rnr not responding to call rnr not responding to call rnr not responding to call rnr he said he didint enquired,"['responding', 'call', 'responding', 'call', 'responding', 'call', 'responding', 'call', 'enquired']"
2090,had a call again and explained details again he said he will check with his family and update he said he will upadte soon he said as of now he is not intrested,"['call', 'explained', 'check', 'update', 'upadte', 'said']"
2091,tried again still not responding to call rnr he is disconnecting the call,"['responding', 'call', 'disconnecting', 'call']"
2092,not responding to calls and msgs tried again still not responding to calls and mssg,"['responding', 'calls', 'msgs', 'responding', 'calls', 'mssg']"
2093,she said she will update she said she is not intrested,"['said', 'update', 'intrested']"
2094,not yet decided he said he need more time he said if he decides anything he will call me,"['decided', 'decides', 'call']"
2095,tried again still not responding to call rnr tried again still not responding to call so msgd her through whtsapp,"['tried', 'responding', 'call', 'responding', 'msgd', 'whtsapp']"
2096,tried again he still not responding to calls and msgs this time number currently switched off,"['responding', 'calls', 'msgs', 'switched off']"
2097,not responding to calls and msgs he said he not yet decided anything he said he is not intretsed,"['responding', 'calls', 'msgs', 'decided']"
2098,he asked me to share details through whtsapp he said he will let me know once he deicdes he also not responding to calls and msgs,"['asked', 'share', 'whtsapp', 'said', 'deicdes', 'responding', 'calls', 'msgs']"
2099,he said he can invest only if loan is available,"['invest', 'available']"
2100,she asked me to share details through whtsapp she is not responding to calls and msgs tried again she is not responding to calls and msgs she said she is not intrested,"['asked', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2101,had a call explained and shared details through whtsapp he said he will update me if there is any update he said he is not intrested,"['call', 'shared', 'update', 'update']"
2102,he said not now no updates he said he will let me know again he asked me to explain the details to his son and i did that he said he will think and update he said he is not intrested,"['said', 'updates', 'said', 'asked', 'explain', 'said', 'think', 'update', 'said']"
2103,had a call and explained details and shared details through whtsapp not yet decided anything on the investment he said he is not intrested,"['call', 'explained', 'shared', 'investment', 'said']"
2104,still he didint responded to msg he still not responded to calls and msgs,"['responded', 'msg', 'responded', 'calls', 'msgs']"
2105,he said he is looking for a villa,['villa']
2106,had a call again and shared details of short term also he said he will update by tomarrow he said he will check with his ca and update us by tomarrow he said he will meet me in the office he said he need more time to arrange funds he said he will update once he decides,"['call', 'shared', 'update', 'tomarrow', 'check', 'update', 'tomarrow', 'arrange', 'update', 'decides']"
2107,tried again still not responded to call rnr had a call explained and shared details through whatsapp he said he will meet next week in the office he said he will be in hyd after 10nth august so he asked me to call me,"['responded', 'call', 'call', 'shared', 'whatsapp', 'meet', 'said', 'asked', 'call']"
2108,he said he not yet came back he said once he come he will let us know he said he is not intrested,"['said', 'came', 'come', 'said']"
2109,number switched off somsgd her through whtsapp tried again till number shows off he said he will check the details again and let us know,"['switched off', 'somsgd', 'shows off', 'check']"
2110,details shared he is interested in landing ,"['shared', 'landing']"
2111,tried again he still not responding to call had a call he said he is in driving so asked me to share details through whtsapp not responding to calls and msgs,"['tried', 'responding', 'call', 'call', 'driving', 'asked', 'share', 'responding', 'calls', 'msgs']"
2112,tried calling him again but he didnt picked up the call he said he is busy so asked me to share details through whtsapp along with zoom link,"['tried', 'calling', 'picked', 'call', 'busy', 'share', 'whtsapp', 'zoom link']"
2113,he said he not yet decided anything he is not responding to calls and msgs tried again still he is not responding to calls and msgs,"['said', 'decided', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2114,she said me to share details through whtsapp she said she not yet decided anything yet she is not responding to calls and msgs tried again she is not responding to calls and msgs,"['said', 'share', 'decided', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
2115,he said he not yet gone through the details he said he will check and upadte he is not responding to calls and msgs,"['said', 'gone', 'said', 'check', 'upadte', 'responding', 'calls', 'msgs']"
2116,tried again he is not responding to call so msgd him through whtsapp shared details to him he said he will update me if he is intretsed he said he is not intrestd,"['tried', 'responding', 'msgd', 'whtsapp', 'update']"
2117,he also said he didint enquired,"['said', 'enquired']"
2118,he asked me to share details through whtsapp he said he asked me to call him tomarrow he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['asked', 'share', 'whtsapp', 'asked', 'call', 'tomarrow', 'responding', 'calls', 'msgs', 'responding']"
2119,she said she will call me at 3pm today,"['said', 'call']"
2120,tried again still she is not responding to call rnr,"['responding', 'call']"
2121,he said he not yet decided anything yet he said he is not interested as of now,"['said', 'decided', 'interested']"
2122,tried again he is not responding to call tried again this time he disconnected the call,"['tried', 'responding', 'call', 'tried', 'disconnected', 'call']"
2123,he said he will go through the docs and update he is not responding to calls and msgs,"['said', 'go through', 'docs', 'update', 'responding', 'calls', 'msgs']"
2124,tried again he is not picking up the call tried again now he picked up the call and said he is not intrsted,"['tried', 'picking', 'call', 'picked', 'call', 'intrsted']"
2125,tried agains still number shows busy ,['busy']
2126,he said he ddint enquired,"['said', 'enquired']"
2127,he said he need more time to take any decision he is not responding to calls and msgs tried again he is not responding to calls and msgs,"['said', 'take', 'decision', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
